id,companyName,numberOfEmployeesCategory,yearOfFoundation,website,email,phone,programmingLanguagesUsed,subIndustries,serviceIndustry,exportSalesCategory
1009600020033,AMDARIS S.R.L.,>249,2009-06-08,https://amdaris.com/, peter.haheu@amdaris.com/ mariana.racovita@amdaris.com,+373 6.9652355E7,"['php', 'net', 'sql', 'python', 'javascript', 'java', 'pl', 'csharp', 'http', 'typescript', 'angular', 'html', 'css', 'jquery', 'golang', 'laravel', 'react', 'scala']","['softwaredevelopment', 'applicationtesting', 'applicationdevelopment']","['telecommunications', 'education', 'artsentertainmentmusic', 'financebanking']",100%
1004600048106,SUSTENABIL S.R.L.,10-49,2004-07-26,www.sustenabil.be,ion.iatco@sustenabil.be,+373 69234041,['python'],"['dataanalysisprocessing', 'softwaredevelopment']",['researchdevelopment'],100%
1012600012533,JIVY GROUP S.R.L.,50-249,2012-04-05,https://www.jivygroup.com/,office@jivygroup.com,+373 68224338,"['sass', 'netcore', 'net', 'sql', 'python', 'javascript', 'java', 'csharp', 'http', 'typescript', 'angular', 'html', 'css', 'react', 'scala']","['applicationdevelopment', 'softwaredevelopment', 'applicationtesting', 'dataanalysisprocessing', 'webdevelopment']","['financebanking', 'ecommerceretail', 'artsentertainmentmusicsmediamusic']",100%
1016600043265,CRYSTAL SYSTEM EAST STAR S.R.L.,50-249,2016-12-27,https://www.crystal-system.eu/,ion.costas@crystal-system.eu,+373 22221229,"['c', 'net', 'sql', 'python', 'javascript', 'java', 'csharp', 'http', 'html', 'css', 'jquery', 'scala', 'sap abap']",['others'],['others'],100%
1018600011561,MECHATRONICS INNOVATION CENTER S.R.L.,10-49,2018-03-14,https://mechatronics-center.com/,nicu.ala@gmail.com,+373 69602463,"['c', 'python', 'java', 'csharp', 'qt', 'embedded c']",['micronanoelectronics'],['healthmedical'],100%
1010607002906,EBS INTEGRATOR S.R.L.,50-249,2010-10-11,www.ebs-integrator.com,contact@ebs-integrator.com,+373 60806090,"['ruby', 'php', 'c', 'net', 'sql', 'python', 'javascript', 'java', 'typescript', 'angular', 'html', 'css', 'jquery', 'laravel', 'react', 'swift', 'kotlin', 'android', 'ios', 'figma.']",['webdevelopment'],"['financebanking', 'education', 'egovernment', 'ecommerceretail', 'artsentertainmentmusicsmediamusic']",75-99%
1015600013726,ICG ENGINEERING S.R.L.,10-49,2015-04-22,https://www.icg-engineering.com/en/,info@icg-engineering.com,+373 22996005,"['php', 'c', 'net', 'sql', 'python', 'javascript', 'java', 'csharp', 'typescript', 'angular', 'html', 'css', 'laravel', 'react', 'c', 'python', 'java']",['applicationdevelopment'],['others'],100%
1017600042438,BIG DATA FEDERATION S.R.L.,10-49,2017-10-06,-,cornel@bigdatafed.com,+373 79770199,"['python', 'react']",['softwaredevelopment'],['others'],100%
1018600019866,YUCATECH SOLUTIONS S.R.L.,10-49,2018-04-26,https://yucatech.software/,vlasov.veaceslav@gmail.com,+373 69150642,"['python', 'laravel']","['artificialintelligence', 'blockchain', 'webdevelopment']","['biotechnanotech', 'financebanking', 'others']",75-99%
1018600028918,"""GOPARROT"" S.R.L.",50-249,2018-06-20,https://squareup.com/us/en,oxana.caldarar@md.gt.com,+373 69957085,"['ruby', 'sql', 'python', 'javascript', 'http', 'typescript', 'html', 'css', 'golang', 'react']","['applicationtesting', 'dataanalysisprocessing', 'webdesign', 'iteducation', 'applicationdevelopment', 'softwaredevelopment', 'saas']",['others'],100%
1015600033290,FOX ADVISER S.R.L.,10-49,2015-10-09,www.tak.md,support-tak@ict.md,+373 79666020,"['python', 'c', 'javascript']",['iteducation'],['education'],0%
1017600018758,"""SUNRISE SYSTEMS DEVELOPMENT"" S.R.L.",10-49,2017-04-14,-,dccontabilitate@gmail.com,+373 79001889,['python'],['others'],['others'],100%
1017600037683,SMART ITWORKS S.R.L.,10-49,2017-09-12,-,olga.palancean@itworks.expert,+373 78300803,"['php', 'net', 'sql', 'python', 'java', 'javascript', 'angular', 'html', 'css', 'react', 'http', 'csharp', 'netcore']","['erpcrm', 'webdesign', 'itauditconsulting', 'seo', 'applicationdevelopment', 'webdevelopment', 'softwaredevelopment']","['egovernment', 'automotive', 'ecommerceretail']",25-50%
1018600032261,MOLDCELL TECHNOLOGY S.R.L.,50-249,2018-07-11,https://www.moldcell.md/,i.strajescu@moldcell.md,+373 79400100,"['php', 'c', 'net', 'sql', 'python', 'javascript', 'java', 'http', 'html', 'css', 'lua', 'jquery', 'laravel', 'react']",['others'],['telecommunications'],0%
1004600025000,DEEPLACE S.R.L.,10-49,2004-04-08,www.deeplace.md,office@deeplace.md,+373 22887997,"['sass', 'php', 'sql', 'python', 'javascript', 'http', 'typescript', 'angular', 'html', 'perl', 'css', 'jquery', 'laravel', 'react']","['applicationtesting', 'arvr', 'artificialintelligence', 'dataanalysisprocessing', 'blockchain', 'webdesign', 'applicationdevelopment', 'webdevelopment', 'softwaredevelopment', 'marketplace']","['ecommerceretail', 'egovernment']",25-50%
1017600003903,ONEEST AGENCY S.R.L.,10-49,2017-01-27,www.oneest.com,oneest@oneest.com,+373 67390009,"['php', 'javascript', 'java', 'python', 'laravel', 'react', 'typescript', 'angular']","['erpcrm', 'webdesign', 'marketplace', 'saas', 'softwaredevelopment', 'hardwareiot', 'gpsnavigationgis']","['transport', 'telecommunications', 'automotive', 'constructionrealestate']",100%
1018600036812,ENERGYMARKETPRICE S.R.L.,10-49,2018-08-16,https://www.energymarketprice.com/home/,d.wouters@energymarketprice.com,+373 60796667,"['c', 'net', 'sql', 'python', 'angular']","['artificialintelligence', 'dataanalysisprocessing', 'webdevelopment', 'softwaredevelopment']",['energynaturalresources'],100%
1018600051945,UPCODE GROUP S.R.L.,10-49,2019-01-02,N/A,Info@upcodeteam.com,+373 79771161,"['python', 'javascript']","['itauditconsulting', 'webdevelopment', 'seo', 'applicationtesting', 'softwaredevelopment']","['ecommerceretail', 'transport', 'media']",0-25%
1019600000434,BEND TECHNOLOGIES S.R.L.,10-49,2019-01-11,www.bend.dev,contact@bend.dev,+373 69283513,"['php', 'python', 'java', 'angular', 'react', 'nodejs']","['applicationdevelopment', 'softwaredevelopment']","['ecommerceretail', 'tourismhospothersalothersyleisure']",100%
1012600013725,CONINFO S.R.L.,10-49,2002-04-01,Unisim-Soft.com,otuhari@mail.ru,+373 60492089,"['php', 'c', 'net', 'sql', 'python', 'pl', 'csharp', 'http', 'html', 'perl', 'css', 'jquery', 'pascal', 'laravel']",['softwaredevelopment'],"['ecommerceretail', 'others']",0%
1019600002612,BULLY STUDIO C S.R.L.,10-49,2019-01-22,www.bullyentertainment.com,natalia.belicova@bullyentertainment.com,+373 79400104,"['c', 'python', 'csharp']","['animationspecialeffects', 'gamesdevelopment']",['artsentertainmentmusicsmediamusic'],100%
1011600015722,"""MS-PROD"" S.R.L.",10-49,2011-04-26,https://ms-production.org/?fbclid=IwAR1QChcaDA5Rpss-vOIHw3qBMtMitFmiTDGKKGjC-qsZn8S2kLXcsm7gD_0,contabilitate@mediashowgrup.com,+373 79204079,"['php', 'c', 'net', 'python', 'java', 'html']","['webdesign', 'videoproduction', 'webdevelopment', '3dtechnology', 'animationspecialeffects', 'softwaredevelopment']",['artsentertainmentmusicsmediamusic'],0%
1019600011052,DAS SOFT PLUS S.R.L.,10-49,2019-03-07,https://corlab.tech/,dasoftplus@gmail.com,+373 69393169,"['php', 'c', 'net', 'java', 'python', 'golang', 'others']","['webdevelopment', 'applicationtesting', 'dataanalysisprocessing', 'clouddatacenters', 'webdesign', 'applicationdevelopment']","['ecommerceretail', 'automotive', 'financebanking', 'healthmedical', 'transport', 'researchdevelopment']",75-99%
1015600017953,PARKOPEDIA PARKING SERVICES S.R.L.,50-249,2015-05-29,www.parkopedia.com,daniil@parkopedia.com,+373 69768386,"['php', 'python', 'javascript', 'http', 'others']","['applicationdevelopment', 'softwaredevelopment']","['others', 'automotive']",100%
1008600016554,CONEXIUM S.R.L.,10-49,1993-08-02,conexium.md,info@conexium.md,+373 69123287,"['python', 'html', 'css', 'javascript']",['dataanalysisprocessing'],['others'],100%
1018600006576,HELPTYPE S.R.L.,10-49,2018-02-15,https://helptype.md/,info@helptype.md,+373 22845584,"['php', 'c', 'sql', 'java', 'javascript', 'python', 'html', 'css', 'jquery', 'http']","['dataanalysisprocessing', 'erpcrm', 'cybersecurity', 'webdesign', 'itauditconsulting', 'applicationdevelopment', 'webdevelopment', 'softwaredevelopment', 'gamesdevelopment', 'seo', 'applicationtesting']","['healthmedical', 'ecommerceretail', 'computerequipmentservices', 'tourismhospitalityleisure']",50-75%
1019600039407,URCHIN SYSTEMS S.R.L.,10-49,2019-08-14,https://urchinsys.com/,oignatiuc@urchinsys.com,+373 60506777,"['netcore', 'php', 'c', 'net', 'sql', 'python', 'javascript', 'java', 'http', 'angular', 'html', 'react']","['softwaredevelopment', 'applicationtesting']","['healthmedical', 'transport']",100%
1019600038503,MODSTUD-IT S.R.L.,10-49,2019-08-06,https://moldstud.com,vasile.crudu@moldstud.com,+373 68034879,"['php', 'c', 'java', 'javascript', 'golang', 'net', 'sql', 'python', 'laravel', 'angular', 'html', 'http', 'sass', 'css', 'csharp', 'jquery', 'ruby', 'react', 'typescript', 'scala', 'others']","['applicationtesting', 'arvr', 'artificialintelligence', 'dataanalysisprocessing', 'blockchain', 'erpcrm', 'webdesign', 'itauditconsulting', 'applicationdevelopment', 'webdevelopment', 'gpsnavigationgis', 'softwaredevelopment', 'gamesdevelopment', 'saas', 'marketplace', 'others']","['healthmedical', 'media', 'bettinggambling', 'constructionrealestate', 'financebanking', 'ecommerceretail', 'education', 'tourismhospitalityleisure', 'hrrecruitment', 'telecommunications', 'transport', 'others']",75-99%
1018600048839,ENTICON.APP S.R.L.,10-49,2018-11-29,https://enticon.pro/,admin@enticon.pro,+373 68576260,"['c', 'python', 'javascript', 'http']","['dataanalysisprocessing', 'softwaredevelopment']",['others'],100%
1019600042937,INSOMNIAC DESIGN S.R.L.,10-49,2019-09-12,https://insomniacdesign.com,at@insomniacdesign.com,+373 68589899,"['php', 'sql', 'python', 'javascript', 'html', 'css', 'jquery', 'react', 'typescript', 'sass', 'others']","['webdevelopment', 'webdesign', 'applicationdevelopment', 'softwaredevelopment', 'animationspecialeffects']","['education', 'egovernment', 'healthmedical', 'artsentertainmentmusicsmediamusic', 'tourismhospothersalothersyleisure']",100%
1014600001908,B2B TECHNOLOGIES S.R.L.,10-49,2014-01-24,www.b2btechs.com,office@b2btechs.com,+373 22802480,"['sql', 'python', 'javascript', 'java', 'http', 'angular', 'html', 'css']",['softwaredevelopment'],"['telecommunications', 'ecommerceretail']",0%
1020600007213,CAPITAL BOX S.R.L.,10-49,2020-02-24,https://www.capitalpbx.md/en/,37369980980@yandex.ru,+373 69980980,['python'],['others'],['telecommunications'],100%
1018600050351,SEO CORP-DIGITAL S.R.L.,10-49,2018-12-12,seocorp.digital,info@seocorp.com,+373 79662297,"['php', 'java', 'python']","['webdesign', 'seo', 'webdevelopment']",['others'],100%
1019600011775,ALUXIUM S.R.L.,10-49,2019-03-12,aluxiumsrl.com,aluxiumsrl@gmail.com,+373 69426662,"['php', 'sql', 'python']","['softwaredevelopment', 'others', 'dataanalysisprocessing']",['others'],100%
1020600026894,ITERATION S.R.L.,10-49,2020-08-10,-,niliascenco@taxaco.biz,+373 69216868,"['php', 'c', 'python', 'javascript', 'laravel', 'angular', 'html', 'css', 'golang', 'typescript', 'react']","['applicationtesting', 'dataanalysisprocessing', 'webdesign', 'applicationdevelopment', 'webdevelopment', 'softwaredevelopment']",['others'],100%
1020600030309,"""CEGEKA DEVELOPMENT"" S.R.L.",10-49,2020-09-08,https://www.cegeka.com/,jobsmoldova@cegeka.com,+373 60388808,"['netcore', 'c', 'net', 'python', 'javascript', 'java', 'angular', 'html', 'react']",['softwaredevelopment'],"['artsentertainmentmusicsmediamusic', 'tourismhospothersalothersyleisure']",75-99%
1021600012630,ABC APPS S.R.L.,10-49,2021-03-19,https://www.coltorapps.com/,hello@coltorapps.com,+373 67542333,"['sql', 'python', 'javascript', 'typescript', 'react', 'aws', 'remix', 'nextjs', 'tailwind', 'graphql', 'nestjs']",['webdevelopment'],"['healthmedical', 'financebanking']",100%
1021600025698,"""COHERENT ISSOFT"" S.R.L.",10-49,2021-06-10,https://coherentsolutions.md/,MaximSandu@coherentsolutions.com,+373 79738438,"['java', 'php', 'c', 'net', 'sql', 'python', 'javascript', 'angular', 'react', 'csharp', 'scala', 'html', 'ruby', 'others']","['softwaredevelopment', 'applicationtesting', 'applicationdevelopment', 'others']","['healthmedical', 'ecommerceretail', 'agriculture', 'others']",100%
1017600037742,BWAY SOLUTIONS S.R.L.,10-49,2017-09-08,www.bway.md,emascova@bway.md,+373 79516688,"['c', 'php', 'sql', 'java', 'html', 'net', 'python', 'java', 'python', 'angular', 'css', 'jquery', 'golang', 'http', 'react', 'perl', 'csharp']","['artificialintelligence', 'erpcrm', 'webdesign', 'applicationdevelopment', 'webdevelopment', 'softwaredevelopment']","['healthmedical', 'financebanking', 'researchdevelopment']",100%
1021600025805,"""GLOBAL DATABASE"" S.R.L.",10-49,2021-06-09,https://www.globaldatabase.com/,nbuldumac@globaldatabase.com,+373 69305906,"['python', 'others', 'java']",['others'],"['telecommunications', 'ecommerceretail']",100%
1016600016012,KREYON MEDIA S.R.L.,10-49,2016-05-20,www.kreyon.md,comercial@kreyon.md,+373 60882020,"['php', 'sql', 'javascript', 'html', 'css', 'jquery', 'http', 'sass', 'c', 'java', 'python']","['dataanalysisprocessing', '3dtechnology', 'arvr', 'webdesign', 'itauditconsulting', 'seo', 'applicationdevelopment', 'animationspecialeffects', 'videoproduction', 'webdevelopment']","['education', 'ecommerceretail', 'media', 'artsentertainmentmusic', 'financebanking', 'egovernment', 'energynaturalresources', 'tourismhospitalityleisure', 'healthmedical', 'others']",0-25%
1021600035998,XSOFT-TECH S.R.L.,10-49,2021-09-03,www.xsoft-tech.com,victor@xsoft-tech.com,+373 69068719,"['sass', 'php', 'sql', 'python', 'javascript', 'http', 'typescript', 'angular', 'html', 'css', 'jquery', 'laravel', 'react']","['softwaredevelopment', 'applicationdevelopment', 'webdevelopment']",['telecommunications'],100%
1019600052466,SALT EDGE S.R.L.,10-49,2019-11-12,0,semd@saltedge.com,+373 79102126,"['python', 'html', 'sql', 'javascript', 'ruby', 'jquery', 'others']","['erpcrm', 'itauditconsulting', 'cybersecurity', 'dataanalysisprocessing', 'softwaredevelopment']","['others', 'financebanking', 'computerequipmentservices', 'telecommunications']",100%
1017600039241,ALSODEV S.R.L.,10-49,2017-09-20,https://alsodev.com/,info@alsodev.com,+373 22022413,"['php', 'python', 'javascript', 'laravel', 'html', 'css', 'typescript']","['erpcrm', 'applicationtesting', 'webdesign', 'itauditconsulting', 'seo', 'marketplace', 'webdevelopment', 'softwaredevelopment']",['ecommerceretail'],25-50%
1017600010855,"""MONKEY DIGITAL"" S.R.L.",10-49,2017-03-03,0,alexandrr.ceban@gmail.com,+373 76076114,"['sql', 'html', 'javascript', 'python']",['softwaredevelopment'],['others'],75-99%
1021600044198,"""ZENSE IT"" S.R.L.",50-249,2021-11-01,-,zense.it.ltd@gmail.com,+373 79654749,"['php', 'c', 'net', 'sql', 'python', 'java', 'javascript', 'laravel', 'angular', 'html', 'css', 'ruby', 'typescript', 'netcore', 'csharp']","['applicationtesting', 'dataanalysisprocessing', 'blockchain', 'erpcrm', 'cybersecurity', 'webdesign', 'itauditconsulting', 'webdevelopment', 'softwaredevelopment']","['media', 'automotive', 'financebanking', 'education', 'telecommunications', 'transport', 'researchdevelopment']",100%
1021600053778,"""DEDITECH COM"" S.R.L.",10-49,2021-12-31,-,deditech.com@gmail.com,+373 79100062,"['php', 'net', 'others', 'python', 'javascript']","['applicationtesting', 'applicationdevelopment', 'softwaredevelopment', 'webdevelopment']","['others', 'computerequipmentservices']",100%
1021600010762,"""QDT SERVICES SOLUTION"" S.R.L.",10-49,2021-03-25,-,qdtservsolution2@gmail.com,+373 68220031,"['sass', 'netcore', 'php', 'c', 'sql', 'python', 'javascript', 'java', 'pl', 'http', 'html', 'perl', 'css', 'x++', 'golang', 'react', 'scala']",['dataanalysisprocessing'],"['transport', 'media']",100%
1022600013450,GREENOSOIL S.R.L.,10-49,2022-03-17,www.greeno.ag,v.munteanu@greeno.ag,+373 78707530,"['java', 'python', 'c', 'others']",['softwaredevelopment'],['agriculture'],100%
1022600020302,SOFT CREATE S.R.L.,10-49,2022-03-05,https://softcreate.tech/,softcreatesrl@gmail.com,+373 78899668,"['php', 'sql', 'python', 'java', 'javascript', 'html']","['webdesign', 'seo', 'webdevelopment', 'softwaredevelopment']",['computerequipmentservices'],100%
1022602001910,S.R.L. VIVAJO DIGITAL,10-49,2022-06-03,www.vivajo.com,digital@vivajo.com,+40 732533442,"['php', 'python', 'javascript']","['arvr', '3dtechnology']",['constructionrealestate'],100%
1019600028889,FASTCOMPANY GROUP S.R.L.,10-49,2019-06-17,fastcompany.dev,stratulat@qoobus.com,+373 79517001,"['sql', 'python', 'java', 'javascript', 'angular', 'golang', 'react', 'typescript']","['applicationtesting', 'artificialintelligence', 'dataanalysisprocessing', 'blockchain', 'webdesign', 'applicationdevelopment', 'softwaredevelopment']","['financebanking', 'telecommunications', 'education', 'egovernment', 'healthmedical', 'ecommerceretail', 'transport', 'media', 'tourismhospothersalothersyleisuree']",100%
1009600014281,"""NEOSAN PRINT"" S.R.L.",10-49,2009-04-16,la moment în regim de elaborare,neosansrl@gmail.com,+373 69114527,"['c', 'python', 'javascript']","['applicationtesting', 'dataanalysisprocessing', 'clouddatacenters', 'itauditconsulting', 'webdevelopment', 'softwaredevelopment']",['transport'],75-99%
1022600045239,QRONLABS S.R.L.,10-49,2022-10-28,mivocloud.com,mitp@qronlabs.com,+373 60007070,"['php', 'python', 'sql', 'laravel']",['clouddatacenters'],"['ecommerceretail', 'telecommunications']",100%
1006600014545,Î.M. CONTAVE S.R.L.,10-49,2006-04-06,-,oxana.dosca@entangled.ai,+373 68044602,"['java', 'net', 'python']","['artificialintelligence', 'applicationtesting', 'dataanalysisprocessing']",['financebanking'],100%
1002600056187,MOLDMEDIACARD S.R.L.,10-49,2000-03-20,https://moldmediacard.md/,office@moldmediacard.md,+373 22494661,"['sql', 'python', 'net', 'java']","['dataanalysisprocessing', 'clouddatacenters']",['financebanking'],0%
1023600018360,SYNDIKA TECHNOLOGIES S.R.L.,10-49,2023-04-10,https://syndika.co/,victoria@syndika.co,+373 69191107,"['php', 'sql', 'python', 'javascript', 'angular', 'html', 'css', 'typescript', 'golang', 'react', 'others']","['applicationdevelopment', 'artificialintelligence', 'arvr', 'blockchain', 'itauditconsulting', 'webdesign', 'applicationdevelopment', 'softwaredevelopment', 'gamesdevelopment']","['media', 'financebanking', 'researchdevelopment']",100%
1015600000986,UNIFUN INTERNATIONAL S.R.L.,50-249,2015-01-21,www.unifun.com,g.karagheaur@unifun.com,+373 67377777,"['php', 'sql', 'python', 'java', 'javascript', 'laravel', 'html', 'css', 'jquery', 'react', 'http', 'typescript']","['dataanalysisprocessing', 'applicationdevelopment', 'webdevelopment', 'softwaredevelopment', 'saas']",['telecommunications'],75-99%
1007600068051,Î.C.S. CEDACRI INTERNATIONAL S.R.L.,50-249,2007-12-10,www.cedacrinternational.md,contabilita-CedInt@iongroup.com,+373 69582005,"['java', 'javascript', 'python', 'others']","['applicationtesting', 'dataanalysisprocessing', 'applicationdevelopment']",['financebanking'],100%
1023600023654,TECHNOLOGY ORIENTED S.R.L.,50-249,2023-06-27,https://tecorien.com/,emin@tecorien.com,+373 79100666,"['javascript', 'java', 'typescript', 'python']",['webdevelopment'],"['hrrecruitment', 'transport']",100%
1023602003346,S.R.L. ICD SOFT DEV,10-49,2023-07-18,icdsoft.ro,chilatsergiu@gmail.com,+373 60333284,"['php', 'java', 'javascript', 'typescript', 'python', 'react', 'angular']","['applicationtesting', 'artificialintelligence', 'blockchain', 'dataanalysisprocessing', 'cybersecurity', 'erpcrm', 'iteducation', 'itauditconsulting', 'seo', 'applicationdevelopment', 'saas', 'softwaredevelopment']","['media', 'bettinggambling', 'computerequipmentservices', 'constructionrealestate', 'financebanking', 'education', 'egovernment', 'foodtech', 'tourismhospitalityleisure', 'hrrecruitment', 'manufacturing', 'telecommunications', 'transport', 'healthmedical']",50-75%
1023600037310,DIGITALCOM S.R.L.,10-49,2023-07-21,0,virlan.gheorghe@outlook.com,+373 69244386,"['php', 'c', 'net', 'pl', 'python', 'java', 'html', 'scala']","['webdesign', 'applicationdevelopment', 'webdevelopment', 'softwaredevelopment', 'applicationtesting', 'dataanalysisprocessing', 'itauditconsulting']","['transport', 'media', 'artsentertainmentmusic', 'fashionbeauty', 'telecommunications']",100%
1023600050461,MICROLITE S.R.L.,10-49,2023-10-13,n/a,microlitesrl@gmail.com,+373 60050010,"['php', 'sql', 'python', 'java', 'javascript', 'laravel', 'html', 'css', 'jquery', 'react', 'http', 'x']","['applicationtesting', 'dataanalysisprocessing', 'webdesign', 'itauditconsulting', 'webdevelopment', 'gpsnavigationgis', 'softwaredevelopment', 'iteducation']","['media', 'ecommerceretail', 'tourismhospitalityleisure', 'telecommunications', 'transport']",100%
1021600012353,INNOVA MARKETING SOLUTIONS S.R.L.,10-49,2021-03-17,n/a,g.karagheaur@unifun.com,+373 78002211,"['php', 'sql', 'python', 'java', 'javascript', 'laravel', 'html', 'css', 'jquery', 'react', 'http', 'typescript']","['applicationtesting', 'dataanalysisprocessing', 'erpcrm', 'webdesign', 'itauditconsulting', 'applicationdevelopment', 'webdevelopment', 'hardwareiot', 'softwaredevelopment', 'saas']","['telecommunications', 'researchdevelopment', 'others', '652699af72259375a59e049e']",0%
1023600064219,EVANTAGE SOFT S.R.L.,10-49,2023-12-01,www.evantage-soft.com,stefan.parvu@evantage-soft.com,+40 768526970,"['sql', 'python', 'javascript', 'java', 'others']","['erpcrm', 'dataanalysisprocessing', 'clouddatacenters', 'itauditconsulting', 'others']","['automotive', 'financebanking', 'manufacturing', 'others', '652699af72259375a59e049e']",100%
1023600063108,MERAKI PRODUCTION S.R.L.,10-49,2023-11-30,-,palamarciucristina@gmail.com,+373 79013889,"['java', 'javascript', 'python', 'golang', 'react', 'css']","['webdevelopment', 'webdesign', 'seo', 'videoproduction']","['media', 'transport', 'manufacturing']",25-50%
1024600004265,KURTEX CONNECT S.R.L.,10-49,2024-01-25,-,liviuch99@gmail.com,+373 68176370,"['javascript', 'sql', 'python', 'others', 'java']","['dataanalysisprocessing', 'clouddatacenters', 'itauditconsulting', 'others', 'erpcrm']","['others', '6509387672259375a596db00', 'financebanking', '652699af72259375a59e049e']",100%
1024600024522,SMART M2M S.R.L.,10-49,2024-03-25,0,maximpogrebnicenco@gmail.com,+373 69046492,"['python', 'csharp', 'php', 'sql']",['softwaredevelopment'],['telecommunications'],100%
1017600008919,MOBILE STOCK S.R.L.,10-49,2017-02-16,0,elena.cropotova@gmail.com,+373 79344222,"['python', 'others']","['dataanalysisprocessing', 'erpcrm', 'cybersecurity', 'webdesign', 'applicationdevelopment', 'webdevelopment', 'softwaredevelopment']",['ecommerceretail'],0-25%
